   Teff,Logg,      G,      B,      V,      u,      g,      r,      i,      z,      J,      H,      K, W1_W10, W2_W10, W3_W10, W4_W10
5500,4.5,-38.354,-37.517,-38.198,-36.39,-37.802,-38.356,-38.499,-38.539,-39.443,-39.813,-39.892,-39.895,-39.867,-39.913,-39.92
5500,5,-38.363,-37.517,-38.202,-36.362,-37.804,-38.368,-38.511,-38.548,-39.45,-39.82,-39.899,-39.902,-39.873,-39.916,-39.922
5500,5.5,-38.364,-37.506,-38.197,-36.299,-37.794,-38.373,-38.516,-38.553,-39.455,-39.826,-39.904,-39.905,-39.875,-39.915,-39.921
5600,2.5,-38.428,-37.635,-38.289,-36.466,-37.91,-38.425,-38.556,-38.59,-39.474,-39.802,-39.884,-39.895,-39.871,-39.92,-39.927
5600,3,-38.435,-37.646,-38.295,-36.528,-37.919,-38.431,-38.562,-38.594,-39.48,-39.814,-39.895,-39.903,-39.879,-39.927,-39.934
5600,3.5,-38.435,-37.643,-38.293,-36.562,-37.917,-38.431,-38.563,-38.595,-39.481,-39.823,-39.902,-39.907,-39.885,-39.93,-39.938
5600,4,-38.441,-37.645,-38.297,-36.577,-37.921,-38.438,-38.569,-38.6,-39.486,-39.832,-39.91,-39.913,-39.888,-39.932,-39.938
5600,4.5,-38.441,-37.639,-38.295,-36.564,-37.917,-38.441,-38.572,-38.602,-39.489,-39.839,-39.915,-39.917,-39.891,-39.933,-39.939
5600,5,-38.45,-37.639,-38.3,-36.544,-37.919,-38.452,-38.583,-38.612,-39.496,-39.846,-39.922,-39.923,-39.896,-39.935,-39.941
5600,5.5,-38.452,-37.63,-38.297,-36.488,-37.912,-38.458,-38.59,-38.616,-39.5,-39.852,-39.927,-39.927,-39.899,-39.935,-39.94
5700,2.5,-38.516,-37.762,-38.385,-36.619,-38.028,-38.51,-38.627,-38.651,-39.518,-39.826,-39.906,-39.915,-39.897,-39.94,-39.946
5700,3,-38.522,-37.77,-38.39,-36.68,-38.035,-38.515,-38.633,-38.656,-39.524,-39.839,-39.917,-39.924,-39.904,-39.947,-39.953
5700,3.5,-38.523,-37.767,-38.39,-36.721,-38.033,-38.517,-38.635,-38.658,-39.527,-39.849,-39.926,-39.929,-39.909,-39.95,-39.957
5700,4,-38.526,-37.766,-38.392,-36.741,-38.033,-38.521,-38.64,-38.662,-39.531,-39.858,-39.932,-39.934,-39.913,-39.952,-39.958
5700,4.5,-38.526,-37.759,-38.389,-36.733,-38.029,-38.523,-38.642,-38.663,-39.533,-39.865,-39.937,-39.937,-39.915,-39.953,-39.958
5700,5,-38.534,-37.757,-38.394,-36.718,-38.03,-38.534,-38.653,-38.672,-39.54,-39.872,-39.944,-39.944,-39.92,-39.955,-39.961
5700,5.5,-38.519,-37.72,-38.371,-36.64,-37.997,-38.522,-38.647,-38.668,-39.534,-39.865,-39.941,-39.945,-39.922,-39.955,-39.96
5800,2.5,-38.594,-37.878,-38.471,-36.756,-38.135,-38.585,-38.688,-38.704,-39.554,-39.843,-39.921,-39.929,-39.917,-39.951,-39.956
5800,3,-38.606,-37.891,-38.483,-36.825,-38.147,-38.597,-38.702,-38.715,-39.567,-39.863,-39.939,-39.945,-39.929,-39.966,-39.972
5800,3.5,-38.605,-37.885,-38.48,-36.867,-38.142,-38.597,-38.703,-38.716,-39.57,-39.873,-39.947,-39.95,-39.934,-39.969,-39.976
5800,4,-38.609,-37.883,-38.482,-36.893,-38.143,-38.601,-38.708,-38.721,-39.574,-39.882,-39.954,-39.955,-39.937,-39.972,-39.977
5800,4.5,-38.608,-37.874,-38.479,-36.891,-38.136,-38.602,-38.71,-38.722,-39.576,-39.889,-39.959,-39.958,-39.939,-39.972,-39.978
5800,5,-38.615,-37.871,-38.484,-36.88,-38.137,-38.612,-38.72,-38.73,-39.582,-39.897,-39.967,-39.964,-39.943,-39.974,-39.979
5800,5.5,-38.62,-37.865,-38.484,-36.843,-38.134,-38.62,-38.728,-38.737,-39.587,-39.903,-39.972,-39.969,-39.946,-39.975,-39.979
5900,2.5,-38.677,-38,-38.563,-36.892,-38.248,-38.666,-38.755,-38.763,-39.596,-39.866,-39.943,-39.95,-39.942,-39.971,-39.976
5900,3,-38.688,-38.009,-38.573,-36.961,-38.257,-38.676,-38.768,-38.772,-39.609,-39.886,-39.961,-39.965,-39.954,-39.985,-39.991
5900,3.5,-38.687,-38.001,-38.569,-37.005,-38.25,-38.675,-38.769,-38.773,-39.611,-39.897,-39.969,-39.97,-39.957,-39.988,-39.994
5900,4,-38.689,-37.996,-38.57,-37.035,-38.248,-38.678,-38.774,-38.777,-39.615,-39.906,-39.976,-39.975,-39.961,-39.991,-39.996
5900,4.5,-38.69,-37.987,-38.569,-37.045,-38.243,-38.682,-38.778,-38.781,-39.619,-39.914,-39.982,-39.98,-39.963,-39.992,-39.997
5900,5,-38.694,-37.982,-38.57,-37.035,-38.24,-38.688,-38.785,-38.787,-39.623,-39.921,-39.988,-39.985,-39.966,-39.993,-39.997
5900,5.5,-38.7,-37.978,-38.573,-37.009,-38.24,-38.697,-38.794,-38.794,-39.629,-39.928,-39.995,-39.989,-39.969,-39.994,-39.998
6000,2.5,-38.762,-38.132,-38.657,-37.041,-38.368,-38.746,-38.819,-38.817,-39.635,-39.891,-39.966,-39.971,-39.965,-39.991,-39.995
6000,3,-38.764,-38.125,-38.656,-37.096,-38.363,-38.748,-38.825,-38.822,-39.643,-39.906,-39.979,-39.982,-39.973,-40,-40.003
6000,3.5,-38.768,-38.121,-38.659,-37.15,-38.361,-38.753,-38.834,-38.828,-39.651,-39.92,-39.99,-39.989,-39.979,-40.005,-40.01
6000,4,-38.765,-38.106,-38.653,-37.172,-38.349,-38.751,-38.834,-38.829,-39.653,-39.928,-39.996,-39.994,-39.982,-40.007,-40.012
6000,4.5,-38.765,-38.093,-38.65,-37.186,-38.341,-38.754,-38.84,-38.834,-39.657,-39.935,-40.003,-39.999,-39.985,-40.01,-40.014
6000,5,-38.767,-38.085,-38.651,-37.182,-38.337,-38.758,-38.845,-38.839,-39.661,-39.943,-40.008,-40.004,-39.988,-40.011,-40.016
6000,5.5,-38.773,-38.08,-38.653,-37.16,-38.335,-38.766,-38.854,-38.847,-39.666,-39.95,-40.015,-40.009,-39.991,-40.012,-40.015
6100,2.5,-38.842,-38.252,-38.743,-37.174,-38.478,-38.821,-38.881,-38.871,-39.674,-39.912,-39.985,-39.989,-39.991,-40.018,-40.022
6100,3,-38.842,-38.238,-38.741,-37.219,-38.467,-38.823,-38.888,-38.875,-39.682,-39.928,-39.999,-40.001,-39.997,-40.02,-40.023
6100,3.5,-38.846,-38.232,-38.744,-37.273,-38.464,-38.828,-38.896,-38.882,-39.69,-39.942,-40.011,-40.009,-40.002,-40.023,-40.028
6100,4,-38.841,-38.215,-38.735,-37.303,-38.45,-38.824,-38.896,-38.883,-39.692,-39.95,-40.017,-40.013,-40.006,-40.028,-40.033
6100,4.5,-38.838,-38.198,-38.73,-37.32,-38.438,-38.823,-38.899,-38.886,-39.694,-39.958,-40.023,-40.018,-40.008,-40.03,-40.035
6100,5,-38.842,-38.19,-38.732,-37.324,-38.434,-38.83,-38.907,-38.893,-39.699,-39.965,-40.029,-40.024,-40.011,-40.031,-40.035
6100,5.5,-38.845,-38.182,-38.733,-37.307,-38.43,-38.836,-38.914,-38.899,-39.704,-39.972,-40.035,-40.028,-40.013,-40.031,-40.035
6200,2.5,-38.918,-38.363,-38.826,-37.287,-38.58,-38.893,-38.939,-38.922,-39.711,-39.932,-40.003,-40.007,-40.013,-40.037,-40.041
6200,3,-38.918,-38.347,-38.823,-37.334,-38.568,-38.895,-38.947,-38.927,-39.72,-39.948,-40.018,-40.02,-40.02,-40.039,-40.042
6200,3.5,-38.917,-38.332,-38.82,-37.38,-38.557,-38.896,-38.952,-38.93,-39.726,-39.963,-40.031,-40.027,-40.022,-40.039,-40.043
6200,4,-38.914,-38.319,-38.815,-37.423,-38.547,-38.894,-38.955,-38.933,-39.729,-39.972,-40.037,-40.032,-40.028,-40.047,-40.051
6200,4.5,-38.913,-38.302,-38.811,-37.447,-38.535,-38.895,-38.96,-38.938,-39.733,-39.981,-40.044,-40.038,-40.03,-40.048,-40.052
6200,5,-38.913,-38.29,-38.809,-37.457,-38.527,-38.898,-38.965,-38.943,-39.736,-39.988,-40.049,-40.043,-40.033,-40.05,-40.054
6200,5.5,-38.916,-38.281,-38.809,-37.446,-38.522,-38.903,-38.972,-38.949,-39.741,-39.994,-40.055,-40.048,-40.036,-40.05,-40.054
6300,2.5,-38.991,-38.467,-38.906,-37.386,-38.677,-38.963,-38.996,-38.972,-39.746,-39.952,-40.022,-40.026,-40.032,-40.05,-40.052
6300,3,-38.991,-38.453,-38.904,-37.442,-38.667,-38.965,-39.005,-38.977,-39.756,-39.968,-40.037,-40.038,-40.041,-40.058,-40.06
6300,3.5,-38.987,-38.435,-38.897,-37.492,-38.652,-38.963,-39.008,-38.978,-39.761,-39.983,-40.049,-40.044,-40.044,-40.061,-40.066
6300,4,-38.986,-38.42,-38.893,-37.535,-38.641,-38.962,-39.012,-38.982,-39.765,-39.994,-40.057,-40.05,-40.049,-40.065,-40.07
6300,4.5,-38.982,-38.4,-38.886,-37.565,-38.626,-38.961,-39.016,-38.986,-39.768,-40.002,-40.063,-40.056,-40.052,-40.067,-40.071
6300,5,-38.983,-38.389,-38.885,-37.581,-38.619,-38.964,-39.022,-38.992,-39.772,-40.01,-40.07,-40.061,-40.054,-40.068,-40.072
6300,5.5,-38.985,-38.378,-38.885,-37.576,-38.612,-38.969,-39.028,-38.998,-39.777,-40.017,-40.075,-40.067,-40.057,-40.068,-40.071
6400,2.5,-39.064,-38.571,-38.985,-37.486,-38.774,-39.032,-39.051,-39.02,-39.781,-39.971,-40.04,-40.044,-40.051,-40.064,-40.067
6400,3,-39.064,-38.556,-38.983,-37.543,-38.763,-39.035,-39.061,-39.025,-39.791,-39.989,-40.057,-40.056,-40.061,-40.073,-40.076
6400,3.5,-39.059,-38.538,-38.975,-37.596,-38.747,-39.031,-39.064,-39.026,-39.796,-40.002,-40.067,-40.062,-40.066,-40.081,-40.085
6400,4,-39.055,-38.519,-38.968,-37.64,-38.732,-39.029,-39.067,-39.029,-39.8,-40.014,-40.076,-40.068,-40.069,-40.083,-40.087
6400,4.5,-39.052,-38.499,-38.963,-37.675,-38.718,-39.028,-39.072,-39.034,-39.804,-40.024,-40.084,-40.075,-40.072,-40.084,-40.087
6400,5,-39.051,-38.484,-38.959,-37.696,-38.707,-39.029,-39.076,-39.039,-39.807,-40.032,-40.089,-40.08,-40.074,-40.084,-40.088
6400,5.5,-39.052,-38.473,-38.958,-37.701,-38.7,-39.033,-39.083,-39.045,-39.811,-40.039,-40.095,-40.085,-40.077,-40.085,-40.088
6500,2.5,-39.137,-38.678,-39.065,-37.582,-38.874,-39.1,-39.105,-39.067,-39.814,-39.988,-40.057,-40.063,-40.071,-40.078,-40.079
6500,3,-39.133,-38.656,-39.058,-37.637,-38.856,-39.1,-39.114,-39.071,-39.825,-40.007,-40.074,-40.073,-40.079,-40.09,-40.092
6500,3.5,-39.127,-38.633,-39.048,-37.686,-38.836,-39.095,-39.116,-39.071,-39.829,-40.021,-40.085,-40.08,-40.084,-40.095,-40.098
6500,4,-39.124,-38.615,-39.042,-37.739,-38.822,-39.094,-39.121,-39.075,-39.835,-40.034,-40.095,-40.086,-40.088,-40.1,-40.104
6500,4.5,-39.118,-38.592,-39.033,-37.782,-38.804,-39.091,-39.125,-39.08,-39.837,-40.043,-40.102,-40.092,-40.093,-40.105,-40.109
6500,5,-39.117,-38.576,-39.03,-37.806,-38.792,-39.091,-39.129,-39.084,-39.841,-40.053,-40.108,-40.097,-40.094,-40.102,-40.105
6500,5.5,-39.118,-38.564,-39.029,-37.818,-38.785,-39.095,-39.135,-39.091,-39.845,-40.061,-40.115,-40.103,-40.096,-40.102,-40.105
6600,2.5,-39.202,-38.765,-39.137,-37.652,-38.958,-39.164,-39.155,-39.109,-39.847,-40.011,-40.079,-40.079,-40.08,-40.073,-40.073
6600,3,-39.202,-38.754,-39.133,-37.728,-38.947,-39.165,-39.166,-39.115,-39.857,-40.026,-40.091,-40.09,-40.096,-40.105,-40.106
6600,3.5,-39.196,-38.733,-39.124,-37.784,-38.929,-39.161,-39.17,-39.117,-39.863,-40.039,-40.103,-40.098,-40.104,-40.116,-40.12
6600,4,-39.191,-38.71,-39.115,-37.835,-38.91,-39.157,-39.174,-39.12,-39.868,-40.053,-40.113,-40.104,-40.108,-40.12,-40.123
6600,4.5,-39.184,-38.684,-39.104,-37.88,-38.889,-39.153,-39.177,-39.124,-39.871,-40.063,-40.12,-40.11,-40.112,-40.122,-40.125
6600,5,-39.181,-38.665,-39.099,-37.911,-38.876,-39.152,-39.18,-39.129,-39.874,-40.073,-40.127,-40.115,-40.113,-40.12,-40.123
6600,5.5,-39.182,-38.652,-39.098,-37.928,-38.867,-39.156,-39.187,-39.135,-39.878,-40.082,-40.134,-40.12,-40.115,-40.118,-40.121
6700,2.5,-39.27,-38.853,-39.212,-37.712,-39.043,-39.232,-39.21,-39.156,-39.882,-40.035,-40.102,-40.1,-40.09,-40.073,-40.051
6700,3,-39.269,-38.85,-39.206,-37.816,-39.037,-39.228,-39.216,-39.159,-39.889,-40.043,-40.108,-40.106,-40.113,-40.121,-40.122
6700,3.5,-39.263,-38.823,-39.196,-37.872,-39.014,-39.225,-39.223,-39.163,-39.896,-40.057,-40.121,-40.116,-40.123,-40.133,-40.135
6700,4,-39.255,-38.799,-39.185,-37.921,-38.994,-39.219,-39.224,-39.162,-39.9,-40.072,-40.131,-40.12,-40.123,-40.133,-40.137
6700,4.5,-39.247,-38.774,-39.173,-37.969,-38.973,-39.213,-39.226,-39.165,-39.902,-40.081,-40.137,-40.126,-40.129,-40.139,-40.142
6700,5,-39.243,-38.752,-39.167,-38.007,-38.956,-39.212,-39.231,-39.171,-39.906,-40.093,-40.146,-40.132,-40.131,-40.136,-40.138
6700,5.5,-39.243,-38.738,-39.164,-38.032,-38.947,-39.214,-39.236,-39.178,-39.91,-40.102,-40.152,-40.137,-40.133,-40.134,-40.136
6800,2.5,-39.339,-38.939,-39.286,-37.779,-39.127,-39.3,-39.266,-39.205,-39.918,-40.058,-40.123,-40.121,-40.104,-40.084,-40.03
6800,3,-39.335,-38.946,-39.278,-37.902,-39.127,-39.289,-39.264,-39.2,-39.918,-40.06,-40.124,-40.121,-40.129,-40.137,-40.138
6800,3.5,-39.329,-38.917,-39.268,-37.955,-39.102,-39.287,-39.273,-39.205,-39.928,-40.075,-40.138,-40.132,-40.139,-40.147,-40.148
6800,4,-39.319,-38.888,-39.255,-38.006,-39.078,-39.28,-39.274,-39.205,-39.931,-40.09,-40.148,-40.137,-40.141,-40.149,-40.153
6800,4.5,-39.311,-38.862,-39.243,-38.055,-39.056,-39.273,-39.275,-39.207,-39.933,-40.101,-40.155,-40.142,-40.145,-40.154,-40.157
6800,5,-39.305,-38.837,-39.233,-38.1,-39.036,-39.27,-39.28,-39.213,-39.937,-40.111,-40.163,-40.149,-40.149,-40.153,-40.155
6800,5.5,-39.303,-38.82,-39.229,-38.128,-39.024,-39.271,-39.284,-39.219,-39.941,-40.122,-40.171,-40.154,-40.15,-40.15,-40.152
6900,2.5,-39.403,-39.052,-39.354,-37.909,-39.226,-39.353,-39.305,-39.241,-39.94,-40.066,-40.129,-40.128,-40.133,-40.118,-40.094
6900,3,-39.398,-39.036,-39.347,-37.983,-39.211,-39.348,-39.309,-39.239,-39.947,-40.077,-40.142,-40.137,-40.14,-40.148,-40.16
6900,3.5,-39.394,-39.008,-39.338,-38.034,-39.188,-39.347,-39.32,-39.245,-39.958,-40.093,-40.154,-40.148,-40.154,-40.161,-40.161
6900,4,-39.383,-38.976,-39.324,-38.089,-39.161,-39.339,-39.323,-39.246,-39.962,-40.107,-40.165,-40.154,-40.159,-40.169,-40.173
6900,4.5,-39.372,-38.946,-39.309,-38.135,-39.135,-39.331,-39.322,-39.246,-39.963,-40.118,-40.172,-40.158,-40.162,-40.17,-40.173
6900,5,-39.365,-38.92,-39.298,-38.185,-39.114,-39.326,-39.326,-39.252,-39.967,-40.13,-40.18,-40.164,-40.164,-40.169,-40.172
6900,5.5,-39.362,-38.9,-39.292,-38.221,-39.098,-39.326,-39.331,-39.259,-39.971,-40.14,-40.188,-40.171,-40.168,-40.168,-40.168
7000,2.5,-39.466,-39.144,-39.421,-37.999,-39.311,-39.409,-39.349,-39.281,-39.968,-40.081,-40.144,-40.143,-40.15,-40.135,-40.113
7000,3,-39.46,-39.124,-39.414,-38.062,-39.294,-39.405,-39.354,-39.278,-39.975,-40.093,-40.157,-40.151,-40.155,-40.162,-40.174
7000,3.5,-39.455,-39.095,-39.405,-38.108,-39.269,-39.405,-39.365,-39.283,-39.986,-40.109,-40.17,-40.162,-40.169,-40.175,-40.175
7000,4,-39.445,-39.064,-39.392,-38.162,-39.244,-39.398,-39.37,-39.285,-39.991,-40.122,-40.18,-40.17,-40.176,-40.186,-40.185
7000,4.5,-39.434,-39.031,-39.376,-38.214,-39.215,-39.389,-39.371,-39.286,-39.994,-40.135,-40.189,-40.174,-40.178,-40.185,-40.187
7000,5,-39.425,-39.001,-39.363,-38.263,-39.19,-39.383,-39.373,-39.291,-39.997,-40.148,-40.197,-40.181,-40.181,-40.183,-40.181
7000,5.5,-39.42,-38.979,-39.354,-38.307,-39.172,-39.381,-39.378,-39.298,-40,-40.159,-40.205,-40.187,-40.184,-40.183,-40.182
