!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: AB
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
! Note that absolute magnitudes are calculated from the model atmosphere fluxes as Pogson magnitudes, while observed SDSS photometry is provided as Asinh magnitudes.
! To obtain apparent magnitudes at a distance from the isochrones, the absolute magnitudes have to be converted to flux ratios,
! scaled to the distance and converted back as Asinh magnitudes, e.g. for a distance modulus D= 0.2 log10(d/10 pc) compute f/f0= 10**(-0.4*(M+D))
! m= -2.5/ln(10) * [asinh([f/f0]/[2b]) + ln(b)] where b is the appropriate asinh softening parameter (cf. table at
! http://www.sdss.org/dr12/algorithms/magnitudes/#asinh), i.e.
! b(u)= 1.4e-10, b(g)= 0.9e-10, b(r)= 1.2e-10, b(i)= 1.8e-10, b(z)= 7.4e-10
!
!  SDSS with airmass=1.3 filter system (Doi et al. 2010) filter system
!
!        Teff    Logg   [M/H]   [a/H]             u           g           r           i           z          u1          u2          u3          u4          u5          u6          g1          g2          g3          g4          g5          g6          r1          r2          r3          r4          r5          r6          i1          i2          i3          i4          i5          i6          z1          z2          z3          z4          z5          z6
      5500.00    3.00    0.00    0.00       -36.364     -37.800     -38.344     -38.488     -38.530     -36.363     -36.349     -36.378     -36.371     -36.353     -36.375     -37.798     -37.792     -37.803     -37.802     -37.803     -37.803     -38.345     -38.344     -38.341     -38.344     -38.344     -38.344     -38.487     -38.488     -38.488     -38.487     -38.487     -38.487     -38.529     -38.532     -38.530     -38.531     -38.529     -38.529
      5500.00    3.50    0.00    0.00       -36.400     -37.805     -38.348     -38.491     -38.533     -36.399     -36.387     -36.413     -36.407     -36.390     -36.410     -37.803     -37.797     -37.809     -37.808     -37.808     -37.808     -38.350     -38.349     -38.345     -38.349     -38.348     -38.349     -38.491     -38.491     -38.492     -38.491     -38.491     -38.491     -38.532     -38.535     -38.533     -38.534     -38.532     -38.532
      5500.00    4.00    0.00    0.00       -36.408     -37.805     -38.353     -38.496     -38.537     -36.407     -36.397     -36.420     -36.414     -36.401     -36.418     -37.803     -37.797     -37.809     -37.808     -37.808     -37.808     -38.354     -38.354     -38.350     -38.353     -38.353     -38.353     -38.496     -38.496     -38.496     -38.496     -38.496     -38.496     -38.537     -38.539     -38.538     -38.538     -38.537     -38.536
      5500.00    4.50    0.00    0.00       -36.390     -37.802     -38.356     -38.499     -38.539     -36.389     -36.380     -36.400     -36.395     -36.384     -36.399     -37.799     -37.793     -37.806     -37.805     -37.805     -37.805     -38.357     -38.357     -38.353     -38.356     -38.356     -38.356     -38.498     -38.499     -38.499     -38.499     -38.499     -38.498     -38.538     -38.540     -38.539     -38.540     -38.538     -38.538
      5500.00    5.00    0.00    0.00       -36.362     -37.804     -38.368     -38.511     -38.548     -36.361     -36.353     -36.371     -36.367     -36.358     -36.371     -37.800     -37.794     -37.807     -37.807     -37.807     -37.807     -38.369     -38.368     -38.365     -38.368     -38.368     -38.368     -38.510     -38.511     -38.511     -38.510     -38.510     -38.510     -38.548     -38.550     -38.549     -38.549     -38.548     -38.547
      5500.00    5.50    0.00    0.00       -36.299     -37.794     -38.373     -38.516     -38.553     -36.298     -36.290     -36.307     -36.303     -36.295     -36.307     -37.790     -37.784     -37.798     -37.797     -37.797     -37.797     -38.374     -38.374     -38.370     -38.373     -38.373     -38.373     -38.516     -38.517     -38.517     -38.516     -38.516     -38.516     -38.552     -38.554     -38.553     -38.554     -38.552     -38.551
      5600.00    2.50    0.00    0.00       -36.466     -37.910     -38.425     -38.556     -38.590     -36.465     -36.448     -36.482     -36.474     -36.452     -36.478     -37.908     -37.902     -37.913     -37.912     -37.913     -37.913     -38.426     -38.426     -38.422     -38.425     -38.425     -38.425     -38.555     -38.556     -38.556     -38.556     -38.556     -38.555     -38.589     -38.591     -38.590     -38.590     -38.589     -38.588
      5600.00    3.00    0.00    0.00       -36.528     -37.919     -38.431     -38.562     -38.594     -36.527     -36.513     -36.542     -36.535     -36.516     -36.539     -37.917     -37.911     -37.922     -37.922     -37.922     -37.922     -38.432     -38.432     -38.428     -38.431     -38.431     -38.431     -38.561     -38.562     -38.562     -38.561     -38.561     -38.561     -38.593     -38.596     -38.594     -38.595     -38.594     -38.593
      5600.00    3.50    0.00    0.00       -36.562     -37.917     -38.431     -38.563     -38.595     -36.561     -36.549     -36.575     -36.569     -36.553     -36.573     -37.915     -37.909     -37.920     -37.919     -37.919     -37.920     -38.433     -38.432     -38.428     -38.432     -38.431     -38.432     -38.562     -38.563     -38.563     -38.563     -38.563     -38.562     -38.594     -38.596     -38.595     -38.596     -38.594     -38.594
      5600.00    4.00    0.00    0.00       -36.577     -37.921     -38.438     -38.569     -38.600     -36.576     -36.566     -36.589     -36.583     -36.569     -36.587     -37.918     -37.912     -37.924     -37.923     -37.923     -37.923     -38.439     -38.439     -38.435     -38.439     -38.438     -38.438     -38.568     -38.569     -38.569     -38.569     -38.569     -38.568     -38.599     -38.601     -38.600     -38.601     -38.599     -38.599
      5600.00    4.50    0.00    0.00       -36.564     -37.917     -38.441     -38.572     -38.602     -36.563     -36.554     -36.574     -36.569     -36.558     -36.573     -37.914     -37.908     -37.920     -37.919     -37.919     -37.920     -38.442     -38.441     -38.438     -38.441     -38.441     -38.441     -38.571     -38.572     -38.572     -38.572     -38.572     -38.571     -38.601     -38.603     -38.602     -38.603     -38.602     -38.601
      5600.00    5.00    0.00    0.00       -36.544     -37.919     -38.452     -38.583     -38.612     -36.542     -36.534     -36.552     -36.548     -36.538     -36.552     -37.916     -37.910     -37.923     -37.922     -37.922     -37.922     -38.454     -38.453     -38.449     -38.453     -38.452     -38.453     -38.583     -38.583     -38.583     -38.583     -38.583     -38.583     -38.611     -38.613     -38.612     -38.612     -38.611     -38.610
      5600.00    5.50    0.00    0.00       -36.488     -37.912     -38.458     -38.590     -38.616     -36.487     -36.480     -36.496     -36.492     -36.484     -36.496     -37.908     -37.903     -37.916     -37.915     -37.915     -37.915     -38.460     -38.459     -38.455     -38.459     -38.459     -38.459     -38.589     -38.590     -38.590     -38.589     -38.589     -38.589     -38.616     -38.618     -38.617     -38.617     -38.616     -38.615
      5700.00    2.50    0.00    0.00       -36.619     -38.028     -38.510     -38.627     -38.651     -36.619     -36.602     -36.635     -36.628     -36.605     -36.631     -38.026     -38.020     -38.031     -38.030     -38.030     -38.030     -38.511     -38.511     -38.508     -38.511     -38.510     -38.510     -38.627     -38.627     -38.627     -38.627     -38.627     -38.627     -38.651     -38.653     -38.652     -38.652     -38.651     -38.650
      5700.00    3.00    0.00    0.00       -36.680     -38.035     -38.515     -38.633     -38.656     -36.680     -36.665     -36.695     -36.688     -36.668     -36.691     -38.032     -38.027     -38.038     -38.037     -38.037     -38.037     -38.516     -38.516     -38.513     -38.516     -38.515     -38.516     -38.632     -38.633     -38.633     -38.633     -38.633     -38.632     -38.655     -38.657     -38.656     -38.656     -38.655     -38.655
      5700.00    3.50    0.00    0.00       -36.721     -38.033     -38.517     -38.635     -38.658     -36.720     -36.708     -36.733     -36.727     -36.711     -36.731     -38.031     -38.025     -38.036     -38.035     -38.036     -38.036     -38.518     -38.517     -38.514     -38.517     -38.517     -38.517     -38.635     -38.636     -38.636     -38.635     -38.635     -38.635     -38.657     -38.659     -38.658     -38.658     -38.657     -38.657
      5700.00    4.00    0.00    0.00       -36.741     -38.033     -38.521     -38.640     -38.662     -36.740     -36.729     -36.752     -36.746     -36.732     -36.749     -38.031     -38.026     -38.037     -38.036     -38.036     -38.036     -38.522     -38.522     -38.519     -38.522     -38.521     -38.522     -38.640     -38.640     -38.640     -38.640     -38.640     -38.640     -38.661     -38.663     -38.662     -38.662     -38.661     -38.661
      5700.00    4.50    0.00    0.00       -36.733     -38.029     -38.523     -38.642     -38.663     -36.732     -36.723     -36.743     -36.738     -36.726     -36.741     -38.026     -38.021     -38.032     -38.032     -38.032     -38.032     -38.525     -38.524     -38.521     -38.524     -38.523     -38.524     -38.642     -38.643     -38.643     -38.642     -38.642     -38.642     -38.663     -38.664     -38.663     -38.664     -38.663     -38.662
      5700.00    5.00    0.00    0.00       -36.718     -38.030     -38.534     -38.653     -38.672     -36.717     -36.709     -36.726     -36.722     -36.712     -36.725     -38.027     -38.022     -38.034     -38.033     -38.033     -38.033     -38.535     -38.534     -38.531     -38.534     -38.534     -38.534     -38.653     -38.653     -38.653     -38.653     -38.653     -38.653     -38.672     -38.673     -38.673     -38.673     -38.672     -38.671
      5700.00    5.50    0.00    0.00       -36.640     -37.997     -38.522     -38.647     -38.668     -36.638     -36.631     -36.647     -36.643     -36.635     -36.647     -37.994     -37.988     -38.001     -38.000     -38.000     -38.000     -38.524     -38.523     -38.520     -38.523     -38.523     -38.523     -38.647     -38.647     -38.647     -38.647     -38.647     -38.647     -38.668     -38.669     -38.668     -38.669     -38.667     -38.667
      5800.00    2.50    0.00    0.00       -36.756     -38.135     -38.585     -38.688     -38.704     -36.756     -36.738     -36.773     -36.765     -36.741     -36.768     -38.133     -38.128     -38.138     -38.137     -38.137     -38.137     -38.586     -38.585     -38.583     -38.585     -38.585     -38.585     -38.688     -38.688     -38.688     -38.688     -38.688     -38.688     -38.704     -38.706     -38.705     -38.705     -38.704     -38.703
      5800.00    3.00    0.00    0.00       -36.825     -38.147     -38.597     -38.702     -38.715     -36.825     -36.809     -36.839     -36.833     -36.812     -36.836     -38.145     -38.140     -38.150     -38.150     -38.150     -38.150     -38.598     -38.598     -38.595     -38.598     -38.597     -38.598     -38.701     -38.702     -38.702     -38.702     -38.702     -38.702     -38.715     -38.716     -38.716     -38.716     -38.715     -38.714
      5800.00    3.50    0.00    0.00       -36.867     -38.142     -38.597     -38.703     -38.716     -36.866     -36.854     -36.880     -36.874     -36.857     -36.877     -38.140     -38.135     -38.145     -38.144     -38.145     -38.145     -38.598     -38.597     -38.594     -38.597     -38.597     -38.597     -38.703     -38.703     -38.703     -38.703     -38.703     -38.703     -38.716     -38.717     -38.716     -38.717     -38.716     -38.715
      5800.00    4.00    0.00    0.00       -36.893     -38.143     -38.601     -38.708     -38.721     -36.892     -36.881     -36.904     -36.899     -36.884     -36.901     -38.140     -38.135     -38.146     -38.145     -38.145     -38.145     -38.602     -38.602     -38.599     -38.602     -38.601     -38.602     -38.708     -38.708     -38.709     -38.708     -38.708     -38.708     -38.720     -38.722     -38.721     -38.721     -38.720     -38.720
      5800.00    4.50    0.00    0.00       -36.891     -38.136     -38.602     -38.710     -38.722     -36.890     -36.881     -36.901     -36.896     -36.884     -36.899     -38.134     -38.128     -38.140     -38.139     -38.139     -38.139     -38.603     -38.603     -38.600     -38.602     -38.602     -38.602     -38.710     -38.710     -38.710     -38.710     -38.710     -38.710     -38.722     -38.723     -38.722     -38.722     -38.722     -38.721
      5800.00    5.00    0.00    0.00       -36.880     -38.137     -38.612     -38.720     -38.730     -36.879     -36.871     -36.888     -36.884     -36.874     -36.887     -38.134     -38.129     -38.140     -38.140     -38.140     -38.140     -38.613     -38.613     -38.610     -38.612     -38.612     -38.612     -38.720     -38.720     -38.720     -38.720     -38.720     -38.720     -38.730     -38.731     -38.731     -38.731     -38.730     -38.730
      5800.00    5.50    0.00    0.00       -36.843     -38.134     -38.620     -38.728     -38.737     -36.842     -36.835     -36.850     -36.847     -36.838     -36.850     -38.130     -38.125     -38.137     -38.136     -38.136     -38.137     -38.621     -38.620     -38.617     -38.620     -38.620     -38.620     -38.728     -38.728     -38.728     -38.728     -38.728     -38.728     -38.737     -38.738     -38.737     -38.738     -38.737     -38.736
      5900.00    2.50    0.00    0.00       -36.892     -38.248     -38.666     -38.755     -38.763     -36.893     -36.874     -36.909     -36.902     -36.877     -36.904     -38.245     -38.241     -38.251     -38.250     -38.250     -38.250     -38.667     -38.666     -38.664     -38.666     -38.666     -38.666     -38.755     -38.755     -38.755     -38.755     -38.755     -38.755     -38.762     -38.764     -38.763     -38.763     -38.762     -38.762
      5900.00    3.00    0.00    0.00       -36.961     -38.257     -38.676     -38.768     -38.772     -36.961     -36.946     -36.976     -36.970     -36.948     -36.972     -38.255     -38.250     -38.260     -38.259     -38.259     -38.259     -38.677     -38.677     -38.674     -38.677     -38.676     -38.677     -38.768     -38.768     -38.768     -38.768     -38.768     -38.768     -38.772     -38.773     -38.773     -38.773     -38.772     -38.772
      5900.00    3.50    0.00    0.00       -37.005     -38.250     -38.675     -38.769     -38.773     -37.005     -36.992     -37.018     -37.012     -36.994     -37.015     -38.248     -38.243     -38.253     -38.252     -38.252     -38.252     -38.676     -38.676     -38.673     -38.676     -38.675     -38.676     -38.769     -38.769     -38.769     -38.769     -38.769     -38.769     -38.773     -38.774     -38.773     -38.774     -38.773     -38.773
      5900.00    4.00    0.00    0.00       -37.035     -38.248     -38.678     -38.774     -38.777     -37.035     -37.024     -37.046     -37.041     -37.027     -37.044     -38.245     -38.241     -38.251     -38.250     -38.250     -38.250     -38.679     -38.679     -38.676     -38.679     -38.678     -38.679     -38.774     -38.774     -38.774     -38.774     -38.774     -38.774     -38.777     -38.778     -38.778     -38.778     -38.777     -38.777
      5900.00    4.50    0.00    0.00       -37.045     -38.243     -38.682     -38.778     -38.781     -37.044     -37.035     -37.055     -37.050     -37.038     -37.053     -38.240     -38.235     -38.246     -38.245     -38.245     -38.245     -38.683     -38.682     -38.679     -38.682     -38.682     -38.682     -38.778     -38.778     -38.779     -38.778     -38.778     -38.778     -38.781     -38.782     -38.781     -38.782     -38.781     -38.781
      5900.00    5.00    0.00    0.00       -37.035     -38.240     -38.688     -38.785     -38.787     -37.034     -37.027     -37.043     -37.039     -37.029     -37.042     -38.237     -38.232     -38.244     -38.243     -38.243     -38.243     -38.689     -38.688     -38.686     -38.688     -38.688     -38.688     -38.785     -38.785     -38.785     -38.785     -38.785     -38.785     -38.787     -38.788     -38.787     -38.787     -38.787     -38.786
      5900.00    5.50    0.00    0.00       -37.009     -38.240     -38.697     -38.794     -38.794     -37.008     -37.002     -37.017     -37.013     -37.005     -37.016     -38.237     -38.232     -38.244     -38.243     -38.243     -38.243     -38.698     -38.698     -38.695     -38.697     -38.697     -38.697     -38.794     -38.794     -38.794     -38.794     -38.794     -38.794     -38.794     -38.795     -38.794     -38.795     -38.794     -38.794
      6000.00    2.50    0.00    0.00       -37.041     -38.368     -38.746     -38.819     -38.817     -37.042     -37.023     -37.059     -37.051     -37.025     -37.053     -38.366     -38.361     -38.371     -38.370     -38.370     -38.370     -38.747     -38.746     -38.744     -38.746     -38.746     -38.746     -38.819     -38.819     -38.819     -38.819     -38.819     -38.819     -38.816     -38.818     -38.817     -38.817     -38.816     -38.816
      6000.00    3.00    0.00    0.00       -37.096     -38.363     -38.748     -38.825     -38.822     -37.096     -37.080     -37.111     -37.104     -37.082     -37.106     -38.361     -38.356     -38.366     -38.365     -38.365     -38.365     -38.749     -38.749     -38.746     -38.748     -38.748     -38.748     -38.825     -38.825     -38.825     -38.825     -38.825     -38.825     -38.821     -38.822     -38.822     -38.822     -38.821     -38.821
      6000.00    3.50    0.00    0.00       -37.150     -38.361     -38.753     -38.834     -38.828     -37.150     -37.136     -37.163     -37.157     -37.139     -37.159     -38.359     -38.354     -38.364     -38.363     -38.363     -38.363     -38.754     -38.754     -38.751     -38.754     -38.753     -38.754     -38.833     -38.834     -38.834     -38.833     -38.833     -38.833     -38.828     -38.829     -38.828     -38.829     -38.828     -38.828
      6000.00    4.00    0.00    0.00       -37.172     -38.349     -38.751     -38.834     -38.829     -37.172     -37.161     -37.183     -37.178     -37.163     -37.180     -38.347     -38.342     -38.352     -38.352     -38.352     -38.352     -38.752     -38.751     -38.749     -38.751     -38.751     -38.751     -38.834     -38.834     -38.835     -38.834     -38.834     -38.834     -38.829     -38.830     -38.829     -38.830     -38.829     -38.829
      6000.00    4.50    0.00    0.00       -37.186     -38.341     -38.754     -38.840     -38.834     -37.186     -37.177     -37.196     -37.191     -37.179     -37.194     -38.338     -38.334     -38.344     -38.343     -38.343     -38.344     -38.755     -38.754     -38.751     -38.754     -38.754     -38.754     -38.839     -38.840     -38.840     -38.840     -38.840     -38.839     -38.834     -38.835     -38.835     -38.835     -38.834     -38.834
      6000.00    5.00    0.00    0.00       -37.182     -38.337     -38.758     -38.845     -38.839     -37.181     -37.173     -37.190     -37.186     -37.176     -37.188     -38.334     -38.329     -38.340     -38.339     -38.339     -38.340     -38.759     -38.759     -38.756     -38.759     -38.758     -38.758     -38.845     -38.845     -38.845     -38.845     -38.845     -38.845     -38.839     -38.840     -38.839     -38.840     -38.839     -38.839
      6000.00    5.50    0.00    0.00       -37.160     -38.335     -38.766     -38.854     -38.847     -37.159     -37.152     -37.167     -37.163     -37.155     -37.166     -38.332     -38.327     -38.339     -38.338     -38.338     -38.338     -38.768     -38.767     -38.764     -38.767     -38.767     -38.767     -38.854     -38.854     -38.854     -38.854     -38.854     -38.854     -38.847     -38.847     -38.847     -38.847     -38.846     -38.846
      6100.00    2.50    0.00    0.00       -37.174     -38.478     -38.821     -38.881     -38.871     -37.175     -37.154     -37.191     -37.184     -37.157     -37.185     -38.475     -38.471     -38.480     -38.480     -38.480     -38.480     -38.822     -38.821     -38.819     -38.821     -38.821     -38.821     -38.881     -38.881     -38.881     -38.881     -38.881     -38.881     -38.871     -38.872     -38.871     -38.872     -38.871     -38.871
      6100.00    3.00    0.00    0.00       -37.219     -38.467     -38.823     -38.888     -38.875     -37.220     -37.203     -37.235     -37.228     -37.205     -37.230     -38.465     -38.461     -38.470     -38.469     -38.469     -38.469     -38.824     -38.823     -38.821     -38.823     -38.823     -38.823     -38.887     -38.888     -38.888     -38.888     -38.888     -38.887     -38.875     -38.876     -38.876     -38.876     -38.875     -38.875
      6100.00    3.50    0.00    0.00       -37.273     -38.464     -38.828     -38.896     -38.882     -37.273     -37.259     -37.286     -37.280     -37.261     -37.282     -38.462     -38.458     -38.467     -38.466     -38.466     -38.467     -38.829     -38.829     -38.826     -38.828     -38.828     -38.828     -38.896     -38.896     -38.896     -38.896     -38.896     -38.896     -38.882     -38.882     -38.882     -38.882     -38.882     -38.882
      6100.00    4.00    0.00    0.00       -37.303     -38.450     -38.824     -38.896     -38.883     -37.303     -37.292     -37.314     -37.309     -37.294     -37.311     -38.448     -38.443     -38.453     -38.452     -38.452     -38.452     -38.825     -38.824     -38.822     -38.824     -38.824     -38.824     -38.896     -38.896     -38.896     -38.896     -38.896     -38.896     -38.883     -38.883     -38.883     -38.883     -38.882     -38.882
      6100.00    4.50    0.00    0.00       -37.320     -38.438     -38.823     -38.899     -38.886     -37.320     -37.311     -37.330     -37.325     -37.313     -37.328     -38.435     -38.431     -38.441     -38.440     -38.440     -38.440     -38.824     -38.824     -38.822     -38.824     -38.824     -38.824     -38.899     -38.899     -38.899     -38.899     -38.899     -38.899     -38.886     -38.886     -38.886     -38.886     -38.886     -38.886
      6100.00    5.00    0.00    0.00       -37.324     -38.434     -38.830     -38.907     -38.893     -37.323     -37.315     -37.332     -37.328     -37.318     -37.330     -38.431     -38.426     -38.437     -38.436     -38.436     -38.436     -38.831     -38.830     -38.828     -38.830     -38.830     -38.830     -38.907     -38.907     -38.907     -38.907     -38.907     -38.907     -38.893     -38.893     -38.893     -38.893     -38.893     -38.893
      6100.00    5.50    0.00    0.00       -37.307     -38.430     -38.836     -38.914     -38.899     -37.306     -37.300     -37.314     -37.311     -37.302     -37.313     -38.427     -38.422     -38.433     -38.433     -38.433     -38.433     -38.837     -38.836     -38.834     -38.836     -38.836     -38.836     -38.914     -38.914     -38.914     -38.914     -38.914     -38.914     -38.899     -38.899     -38.899     -38.899     -38.899     -38.899
      6200.00    2.50    0.00    0.00       -37.287     -38.580     -38.893     -38.939     -38.922     -37.288     -37.267     -37.305     -37.297     -37.269     -37.299     -38.578     -38.574     -38.583     -38.582     -38.582     -38.582     -38.894     -38.894     -38.892     -38.894     -38.893     -38.893     -38.939     -38.939     -38.939     -38.939     -38.939     -38.939     -38.922     -38.923     -38.922     -38.923     -38.922     -38.922
      6200.00    3.00    0.00    0.00       -37.334     -38.568     -38.895     -38.947     -38.927     -37.335     -37.317     -37.350     -37.343     -37.319     -37.344     -38.566     -38.562     -38.571     -38.570     -38.570     -38.570     -38.896     -38.895     -38.893     -38.895     -38.895     -38.895     -38.947     -38.947     -38.947     -38.947     -38.947     -38.947     -38.927     -38.927     -38.927     -38.927     -38.927     -38.927
      6200.00    3.50    0.00    0.00       -37.380     -38.557     -38.896     -38.952     -38.930     -37.380     -37.365     -37.393     -37.387     -37.367     -37.389     -38.555     -38.551     -38.560     -38.559     -38.559     -38.560     -38.897     -38.896     -38.894     -38.896     -38.896     -38.896     -38.952     -38.952     -38.952     -38.952     -38.952     -38.952     -38.930     -38.931     -38.930     -38.931     -38.930     -38.930
      6200.00    4.00    0.00    0.00       -37.423     -38.547     -38.894     -38.955     -38.933     -37.422     -37.411     -37.434     -37.429     -37.413     -37.431     -38.544     -38.540     -38.549     -38.549     -38.549     -38.549     -38.895     -38.894     -38.892     -38.894     -38.894     -38.894     -38.955     -38.955     -38.955     -38.955     -38.955     -38.955     -38.933     -38.933     -38.933     -38.933     -38.933     -38.933
      6200.00    4.50    0.00    0.00       -37.447     -38.535     -38.895     -38.960     -38.938     -37.447     -37.438     -37.457     -37.452     -37.440     -37.455     -38.532     -38.528     -38.538     -38.537     -38.537     -38.537     -38.896     -38.895     -38.893     -38.895     -38.895     -38.895     -38.959     -38.960     -38.960     -38.960     -38.959     -38.959     -38.938     -38.938     -38.938     -38.938     -38.938     -38.938
      6200.00    5.00    0.00    0.00       -37.457     -38.527     -38.898     -38.965     -38.943     -37.456     -37.448     -37.465     -37.461     -37.450     -37.463     -38.525     -38.520     -38.530     -38.530     -38.530     -38.530     -38.899     -38.898     -38.896     -38.898     -38.898     -38.898     -38.965     -38.965     -38.965     -38.965     -38.965     -38.965     -38.943     -38.943     -38.943     -38.943     -38.943     -38.943
      6200.00    5.50    0.00    0.00       -37.446     -38.522     -38.903     -38.972     -38.949     -37.445     -37.439     -37.453     -37.449     -37.441     -37.451     -38.519     -38.514     -38.525     -38.524     -38.524     -38.524     -38.904     -38.903     -38.901     -38.903     -38.903     -38.903     -38.972     -38.972     -38.972     -38.972     -38.972     -38.972     -38.950     -38.949     -38.949     -38.950     -38.949     -38.949
      6300.00    2.50    0.00    0.00       -37.386     -38.677     -38.963     -38.996     -38.972     -37.388     -37.365     -37.405     -37.397     -37.368     -37.398     -38.675     -38.672     -38.680     -38.679     -38.679     -38.680     -38.964     -38.964     -38.962     -38.964     -38.964     -38.964     -38.996     -38.996     -38.996     -38.996     -38.996     -38.996     -38.971     -38.972     -38.972     -38.972     -38.971     -38.971
      6300.00    3.00    0.00    0.00       -37.442     -38.667     -38.965     -39.005     -38.977     -37.443     -37.424     -37.458     -37.451     -37.426     -37.452     -38.664     -38.661     -38.669     -38.668     -38.669     -38.669     -38.966     -38.966     -38.964     -38.966     -38.965     -38.965     -39.005     -39.005     -39.005     -39.005     -39.005     -39.005     -38.977     -38.977     -38.977     -38.977     -38.977     -38.976
      6300.00    3.50    0.00    0.00       -37.492     -38.652     -38.963     -39.008     -38.978     -37.492     -37.477     -37.505     -37.499     -37.479     -37.501     -38.650     -38.646     -38.655     -38.654     -38.654     -38.654     -38.963     -38.963     -38.961     -38.963     -38.963     -38.963     -39.008     -39.008     -39.008     -39.008     -39.008     -39.008     -38.978     -38.978     -38.978     -38.978     -38.978     -38.978
      6300.00    4.00    0.00    0.00       -37.535     -38.641     -38.962     -39.012     -38.982     -37.535     -37.523     -37.546     -37.541     -37.524     -37.543     -38.639     -38.635     -38.644     -38.643     -38.643     -38.643     -38.963     -38.963     -38.961     -38.963     -38.962     -38.963     -39.012     -39.012     -39.012     -39.012     -39.012     -39.012     -38.982     -38.982     -38.982     -38.982     -38.982     -38.982
      6300.00    4.50    0.00    0.00       -37.565     -38.626     -38.961     -39.016     -38.986     -37.565     -37.555     -37.575     -37.570     -37.557     -37.572     -38.623     -38.619     -38.629     -38.628     -38.628     -38.628     -38.962     -38.961     -38.959     -38.961     -38.961     -38.961     -39.015     -39.016     -39.016     -39.016     -39.016     -39.016     -38.986     -38.986     -38.986     -38.986     -38.986     -38.986
      6300.00    5.00    0.00    0.00       -37.581     -38.619     -38.964     -39.022     -38.992     -37.581     -37.573     -37.589     -37.585     -37.575     -37.587     -38.616     -38.612     -38.622     -38.621     -38.621     -38.621     -38.965     -38.965     -38.963     -38.965     -38.965     -38.965     -39.021     -39.022     -39.022     -39.022     -39.022     -39.022     -38.992     -38.992     -38.992     -38.992     -38.992     -38.992
      6300.00    5.50    0.00    0.00       -37.576     -38.612     -38.969     -39.028     -38.998     -37.576     -37.569     -37.583     -37.580     -37.571     -37.582     -38.610     -38.605     -38.616     -38.615     -38.615     -38.615     -38.970     -38.970     -38.968     -38.970     -38.969     -38.970     -39.028     -39.028     -39.028     -39.028     -39.028     -39.028     -38.999     -38.998     -38.998     -38.998     -38.998     -38.998
      6400.00    2.50    0.00    0.00       -37.486     -38.774     -39.032     -39.051     -39.020     -37.487     -37.464     -37.505     -37.497     -37.466     -37.498     -38.772     -38.769     -38.777     -38.776     -38.776     -38.776     -39.033     -39.032     -39.031     -39.032     -39.032     -39.032     -39.051     -39.051     -39.051     -39.051     -39.051     -39.051     -39.019     -39.020     -39.020     -39.020     -39.019     -39.019
      6400.00    3.00    0.00    0.00       -37.543     -38.763     -39.035     -39.061     -39.025     -37.544     -37.524     -37.560     -37.553     -37.526     -37.553     -38.761     -38.757     -38.765     -38.765     -38.765     -38.765     -39.035     -39.035     -39.033     -39.035     -39.035     -39.035     -39.061     -39.061     -39.061     -39.061     -39.061     -39.061     -39.024     -39.025     -39.025     -39.025     -39.024     -39.024
      6400.00    3.50    0.00    0.00       -37.596     -38.747     -39.031     -39.064     -39.026     -37.597     -37.581     -37.610     -37.604     -37.582     -37.605     -38.745     -38.742     -38.750     -38.749     -38.749     -38.750     -39.031     -39.031     -39.030     -39.031     -39.031     -39.031     -39.064     -39.064     -39.064     -39.064     -39.064     -39.064     -39.026     -39.026     -39.026     -39.026     -39.026     -39.026
      6400.00    4.00    0.00    0.00       -37.640     -38.732     -39.029     -39.067     -39.029     -37.640     -37.627     -37.651     -37.646     -37.629     -37.648     -38.730     -38.726     -38.735     -38.734     -38.734     -38.735     -39.029     -39.029     -39.027     -39.029     -39.029     -39.029     -39.067     -39.067     -39.067     -39.067     -39.067     -39.067     -39.029     -39.029     -39.029     -39.029     -39.029     -39.029
      6400.00    4.50    0.00    0.00       -37.675     -38.718     -39.028     -39.072     -39.034     -37.675     -37.666     -37.685     -37.681     -37.667     -37.682     -38.715     -38.711     -38.721     -38.720     -38.720     -38.720     -39.029     -39.029     -39.027     -39.029     -39.028     -39.028     -39.072     -39.072     -39.072     -39.072     -39.072     -39.072     -39.035     -39.034     -39.034     -39.034     -39.034     -39.034
      6400.00    5.00    0.00    0.00       -37.696     -38.707     -39.029     -39.076     -39.039     -37.695     -37.688     -37.704     -37.700     -37.689     -37.702     -38.704     -38.700     -38.710     -38.709     -38.709     -38.709     -39.030     -39.030     -39.028     -39.029     -39.029     -39.029     -39.076     -39.076     -39.076     -39.076     -39.076     -39.076     -39.039     -39.039     -39.039     -39.039     -39.039     -39.039
