!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
!  GAIA filter system
!
!        Teff    Logg   [M/H]   [a/H]           F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
      3800.00    5.00    0.00    0.00       -32.807     -32.807     -33.628     -34.460     -34.720     -35.061     -36.387     -35.725     -36.079     -36.443     -37.113     -37.228     -37.423     -37.342     -37.617     -37.565     -36.171     -35.239     -37.156
      3800.00    5.50    0.00    0.00       -32.829     -32.829     -33.602     -34.468     -34.738     -35.080     -36.456     -35.773     -36.129     -36.492     -37.132     -37.253     -37.440     -37.361     -37.632     -37.583     -36.202     -35.281     -37.180
      3900.00    2.50    0.00    0.00       -32.438     -32.438     -33.662     -34.570     -34.846     -35.204     -36.302     -35.837     -36.135     -36.464     -37.093     -37.220     -37.378     -37.312     -37.575     -37.529     -36.192     -35.310     -37.134
      3900.00    3.00    0.00    0.00       -32.588     -32.588     -33.723     -34.605     -34.884     -35.217     -36.339     -35.848     -36.152     -36.484     -37.112     -37.235     -37.398     -37.329     -37.590     -37.541     -36.210     -35.336     -37.152
      3900.00    3.50    0.00    0.00       -32.691     -32.691     -33.756     -34.614     -34.896     -35.204     -36.342     -35.824     -36.133     -36.469     -37.127     -37.244     -37.419     -37.346     -37.609     -37.557     -36.211     -35.328     -37.162
      3900.00    4.00    0.00    0.00       -32.796     -32.796     -33.778     -34.624     -34.905     -35.206     -36.394     -35.835     -36.155     -36.496     -37.159     -37.271     -37.453     -37.377     -37.640     -37.588     -36.235     -35.347     -37.192
      3900.00    4.50    0.00    0.00       -32.942     -32.942     -33.824     -34.655     -34.926     -35.241     -36.492     -35.888     -36.219     -36.566     -37.205     -37.318     -37.501     -37.424     -37.685     -37.635     -36.288     -35.403     -37.243
      3900.00    5.00    0.00    0.00       -33.051     -33.051     -33.854     -34.692     -34.960     -35.287     -36.595     -35.962     -36.299     -36.649     -37.246     -37.363     -37.538     -37.463     -37.718     -37.673     -36.344     -35.473     -37.290
      3900.00    5.50    0.00    0.00       -33.105     -33.105     -33.848     -34.703     -34.973     -35.308     -36.662     -36.006     -36.348     -36.700     -37.266     -37.387     -37.554     -37.481     -37.734     -37.691     -36.376     -35.513     -37.315
      4000.00    2.50    0.00    0.00       -32.779     -32.779     -33.945     -34.841     -35.113     -35.475     -36.624     -36.128     -36.424     -36.746     -37.246     -37.373     -37.507     -37.450     -37.693     -37.651     -36.411     -35.609     -37.299
      4000.00    3.00    0.00    0.00       -32.913     -32.913     -33.997     -34.872     -35.150     -35.483     -36.637     -36.133     -36.429     -36.751     -37.261     -37.385     -37.526     -37.464     -37.706     -37.664     -36.422     -35.624     -37.312
      4000.00    3.50    0.00    0.00       -32.995     -32.995     -34.017     -34.879     -35.164     -35.469     -36.622     -36.111     -36.407     -36.729     -37.273     -37.393     -37.543     -37.478     -37.720     -37.676     -36.418     -35.611     -37.317
      4000.00    4.00    0.00    0.00       -33.065     -33.065     -34.023     -34.880     -35.170     -35.457     -36.636     -36.101     -36.402     -36.727     -37.295     -37.411     -37.569     -37.500     -37.743     -37.698     -36.426     -35.609     -37.333
      4000.00    4.50    0.00    0.00       -33.180     -33.180     -34.050     -34.892     -35.175     -35.468     -36.698     -36.123     -36.435     -36.767     -37.335     -37.449     -37.612     -37.540     -37.783     -37.739     -36.459     -35.636     -37.374
      4000.00    5.00    0.00    0.00       -33.303     -33.303     -34.086     -34.929     -35.205     -35.517     -36.807     -36.199     -36.522     -36.859     -37.379     -37.497     -37.652     -37.583     -37.820     -37.780     -36.521     -35.709     -37.426
      4000.00    5.50    0.00    0.00       -33.411     -33.411     -34.108     -34.935     -35.196     -35.536     -36.866     -36.231     -36.565     -36.909     -37.397     -37.518     -37.668     -37.600     -37.836     -37.800     -36.549     -35.740     -37.451
      4100.00    2.50    0.00    0.00       -33.150     -33.150     -34.234     -35.097     -35.360     -35.726     -36.915     -36.379     -36.678     -36.996     -37.393     -37.517     -37.634     -37.583     -37.810     -37.774     -36.614     -35.878     -37.457
      4100.00    3.00    0.00    0.00       -33.278     -33.278     -34.271     -35.057     -35.346     -35.593     -36.914     -36.353     -36.667     -36.998     -37.409     -37.536     -37.660     -37.604     -37.831     -37.797     -36.611     -35.849     -37.473
      4100.00    3.50    0.00    0.00       -33.335     -33.335     -34.269     -35.051     -35.348     -35.569     -36.903     -36.335     -36.652     -36.985     -37.416     -37.542     -37.673     -37.612     -37.839     -37.803     -36.606     -35.835     -37.476
      4100.00    4.00    0.00    0.00       -33.378     -33.378     -34.261     -35.042     -35.347     -35.544     -36.893     -36.316     -36.635     -36.970     -37.432     -37.557     -37.695     -37.630     -37.857     -37.818     -36.605     -35.819     -37.487
      4100.00    4.50    0.00    0.00       -33.452     -33.452     -34.269     -35.043     -35.347     -35.537     -36.921     -36.318     -36.645     -36.985     -37.465     -37.589     -37.733     -37.665     -37.892     -37.853     -36.624     -35.825     -37.517
      4100.00    5.00    0.00    0.00       -33.554     -33.554     -34.284     -35.051     -35.345     -35.559     -36.993     -36.358     -36.697     -37.045     -37.497     -37.622     -37.764     -37.697     -37.921     -37.885     -36.663     -35.864     -37.554
      4100.00    5.50    0.00    0.00       -33.621     -33.621     -34.291     -35.057     -35.348     -35.566     -37.033     -36.377     -36.723     -37.074     -37.521     -37.647     -37.788     -37.721     -37.944     -37.909     -36.686     -35.884     -37.579
      4200.00    2.50    0.00    0.00       -33.529     -33.529     -34.519     -35.336     -35.586     -35.954     -37.141     -36.588     -36.884     -37.197     -37.531     -37.651     -37.757     -37.710     -37.925     -37.893     -36.792     -36.105     -37.599
      4200.00    3.00    0.00    0.00       -33.631     -33.631     -34.550     -35.304     -35.584     -35.832     -37.130     -36.568     -36.873     -37.193     -37.546     -37.668     -37.779     -37.728     -37.942     -37.912     -36.788     -36.079     -37.612
      4200.00    3.50    0.00    0.00       -33.696     -33.696     -34.550     -35.303     -35.590     -35.816     -37.136     -36.563     -36.872     -37.196     -37.553     -37.674     -37.791     -37.736     -37.948     -37.916     -36.790     -36.077     -37.619
      4200.00    4.00    0.00    0.00       -33.699     -33.699     -34.524     -35.286     -35.587     -35.781     -37.111     -36.540     -36.849     -37.174     -37.563     -37.684     -37.807     -37.748     -37.960     -37.926     -36.782     -36.054     -37.623
      4200.00    4.50    0.00    0.00       -33.726     -33.726     -34.504     -35.272     -35.579     -35.760     -37.121     -36.534     -36.848     -37.178     -37.586     -37.707     -37.835     -37.773     -37.984     -37.949     -36.790     -36.047     -37.642
      4200.00    5.00    0.00    0.00       -33.806     -33.806     -34.512     -35.274     -35.573     -35.767     -37.165     -36.553     -36.878     -37.214     -37.618     -37.739     -37.868     -37.805     -38.016     -37.982     -36.817     -36.066     -37.675
      4200.00    5.50    0.00    0.00       -33.880     -33.880     -34.522     -35.277     -35.572     -35.773     -37.202     -36.570     -36.902     -37.243     -37.644     -37.765     -37.895     -37.831     -38.041     -38.008     -36.840     -36.083     -37.701
      4300.00    2.50    0.00    0.00       -33.896     -33.896     -34.794     -35.563     -35.801     -36.168     -37.318     -36.772     -37.058     -37.361     -37.664     -37.780     -37.877     -37.834     -38.037     -38.009     -36.952     -36.304     -37.731
      4300.00    3.00    0.00    0.00       -33.983     -33.983     -34.821     -35.539     -35.807     -36.060     -37.315     -36.761     -37.054     -37.363     -37.676     -37.793     -37.895     -37.848     -38.050     -38.024     -36.950     -36.287     -37.742
      4300.00    3.50    0.00    0.00       -34.061     -34.061     -34.828     -35.543     -35.818     -36.048     -37.326     -36.761     -37.059     -37.372     -37.684     -37.800     -37.907     -37.856     -38.056     -38.028     -36.957     -36.290     -37.751
      4300.00    4.00    0.00    0.00       -34.039     -34.039     -34.790     -35.522     -35.814     -36.009     -37.308     -36.743     -37.042     -37.357     -37.690     -37.806     -37.918     -37.864     -38.062     -38.033     -36.949     -36.270     -37.753
      4300.00    4.50    0.00    0.00       -34.038     -34.038     -34.755     -35.502     -35.805     -35.981     -37.308     -36.734     -37.037     -37.356     -37.705     -37.821     -37.937     -37.880     -38.077     -38.046     -36.950     -36.258     -37.764
      4300.00    5.00    0.00    0.00       -34.078     -34.078     -34.748     -35.496     -35.800     -35.974     -37.332     -36.742     -37.052     -37.376     -37.736     -37.852     -37.971     -37.912     -38.109     -38.078     -36.969     -36.264     -37.793
      4300.00    5.50    0.00    0.00       -34.130     -34.130     -34.743     -35.485     -35.782     -35.966     -37.356     -36.745     -37.065     -37.395     -37.758     -37.875     -37.995     -37.935     -38.132     -38.102     -36.983     -36.267     -37.815
      4400.00    2.50    0.00    0.00       -34.203     -34.203     -35.038     -35.768     -35.996     -36.359     -37.462     -36.935     -37.208     -37.500     -37.787     -37.898     -37.988     -37.948     -38.141     -38.116     -37.094     -36.477     -37.849
      4400.00    3.00    0.00    0.00       -34.323     -34.323     -35.080     -35.761     -36.014     -36.275     -37.472     -36.935     -37.214     -37.511     -37.800     -37.911     -38.006     -37.962     -38.153     -38.129     -37.100     -36.475     -37.863
      4400.00    3.50    0.00    0.00       -34.376     -34.376     -35.081     -35.763     -36.029     -36.256     -37.478     -36.934     -37.217     -37.518     -37.807     -37.918     -38.017     -37.970     -38.158     -38.134     -37.105     -36.477     -37.870
      4400.00    4.00    0.00    0.00       -34.382     -34.382     -35.052     -35.748     -36.028     -36.227     -37.476     -36.926     -37.213     -37.517     -37.813     -37.924     -38.028     -37.977     -38.164     -38.138     -37.104     -36.467     -37.875
      4400.00    4.50    0.00    0.00       -34.362     -34.362     -35.011     -35.726     -36.021     -36.194     -37.474     -36.916     -37.207     -37.515     -37.823     -37.933     -38.041     -37.987     -38.173     -38.145     -37.102     -36.454     -37.882
      4400.00    5.00    0.00    0.00       -34.357     -34.357     -34.979     -35.708     -36.010     -36.172     -37.486     -36.915     -37.212     -37.525     -37.846     -37.958     -38.068     -38.012     -38.197     -38.169     -37.112     -36.448     -37.903
      4400.00    5.50    0.00    0.00       -34.386     -34.386     -34.963     -35.688     -35.986     -36.157     -37.502     -36.913     -37.219     -37.538     -37.867     -37.979     -38.092     -38.035     -38.220     -38.193     -37.121     -36.444     -37.924
      4500.00    2.50    0.00    0.00       -34.556     -34.556     -35.298     -35.978     -36.192     -36.553     -37.609     -37.099     -37.360     -37.642     -37.912     -38.019     -38.103     -38.065     -38.249     -38.226     -37.241     -36.654     -37.971
      4500.00    3.00    0.00    0.00       -34.651     -34.651     -35.328     -35.972     -36.209     -36.480     -37.614     -37.096     -37.362     -37.648     -37.918     -38.025     -38.113     -38.072     -38.254     -38.232     -37.242     -36.650     -37.977
      4500.00    3.50    0.00    0.00       -34.704     -34.704     -35.328     -35.972     -36.222     -36.459     -37.618     -37.094     -37.363     -37.652     -37.922     -38.028     -38.121     -38.077     -38.255     -38.234     -37.244     -36.650     -37.982
      4500.00    4.00    0.00    0.00       -34.717     -34.717     -35.309     -35.966     -36.231     -36.436     -37.624     -37.094     -37.367     -37.659     -37.932     -38.037     -38.135     -38.087     -38.263     -38.241     -37.249     -36.649     -37.991
      4500.00    4.50    0.00    0.00       -34.690     -34.690     -35.264     -35.942     -36.224     -36.401     -37.624     -37.085     -37.363     -37.659     -37.939     -38.044     -38.145     -38.094     -38.269     -38.245     -37.247     -36.636     -37.997
      4500.00    5.00    0.00    0.00       -34.659     -34.659     -35.218     -35.917     -36.211     -36.370     -37.630     -37.079     -37.363     -37.665     -37.953     -38.059     -38.162     -38.109     -38.283     -38.258     -37.249     -36.626     -38.010
      4500.00    5.50    0.00    0.00       -34.662     -34.662     -35.197     -35.904     -36.202     -36.356     -37.649     -37.084     -37.375     -37.682     -37.981     -38.088     -38.193     -38.138     -38.312     -38.286     -37.264     -36.627     -38.036
      4600.00    2.50    0.00    0.00       -34.869     -34.869     -35.530     -36.167     -36.370     -36.725     -37.737     -37.244     -37.494     -37.767     -38.024     -38.127     -38.206     -38.170     -38.344     -38.326     -37.371     -36.812     -38.079
      4600.00    3.00    0.00    0.00       -34.960     -34.960     -35.562     -36.171     -36.393     -36.674     -37.745     -37.248     -37.500     -37.775     -38.031     -38.134     -38.217     -38.178     -38.350     -38.332     -37.376     -36.815     -38.087
      4600.00    3.50    0.00    0.00       -35.013     -35.013     -35.562     -36.170     -36.403     -36.652     -37.746     -37.244     -37.499     -37.776     -38.033     -38.134     -38.222     -38.180     -38.349     -38.331     -37.376     -36.813     -38.089
      4600.00    4.00    0.00    0.00       -35.030     -35.030     -35.549     -36.169     -36.420     -36.633     -37.757     -37.249     -37.508     -37.788     -38.045     -38.145     -38.237     -38.192     -38.358     -38.340     -37.385     -36.818     -38.101
      4600.00    4.50    0.00    0.00       -35.000     -35.000     -35.505     -36.147     -36.416     -36.597     -37.758     -37.241     -37.505     -37.789     -38.049     -38.150     -38.245     -38.197     -38.362     -38.342     -37.382     -36.806     -38.105
      4600.00    5.00    0.00    0.00       -34.959     -34.959     -35.456     -36.122     -36.407     -36.564     -37.764     -37.236     -37.506     -37.795     -38.060     -38.161     -38.258     -38.208     -38.372     -38.350     -37.383     -36.796     -38.115
      4600.00    5.50    0.00    0.00       -34.930     -34.930     -35.416     -36.098     -36.393     -36.537     -37.777     -37.234     -37.512     -37.808     -38.082     -38.183     -38.282     -38.230     -38.394     -38.370     -37.392     -36.789     -38.135
      4700.00    2.50    0.00    0.00       -35.158     -35.158     -35.746     -36.343     -36.535     -36.884     -37.856     -37.380     -37.620     -37.883     -38.130     -38.229     -38.305     -38.270     -38.434     -38.418     -37.494     -36.959     -38.181
      4700.00    3.00    0.00    0.00       -35.251     -35.251     -35.782     -36.357     -36.565     -36.854     -37.867     -37.389     -37.630     -37.894     -38.139     -38.238     -38.316     -38.279     -38.442     -38.426     -37.504     -36.970     -38.191
      4700.00    3.50    0.00    0.00       -35.309     -35.309     -35.788     -36.361     -36.579     -36.838     -37.869     -37.388     -37.631     -37.897     -38.141     -38.239     -38.322     -38.282     -38.442     -38.427     -37.505     -36.971     -38.194
      4700.00    4.00    0.00    0.00       -35.323     -35.323     -35.775     -36.360     -36.595     -36.818     -37.879     -37.393     -37.639     -37.907     -38.152     -38.248     -38.335     -38.291     -38.449     -38.434     -37.513     -36.975     -38.204
      4700.00    4.50    0.00    0.00       -35.301     -35.301     -35.738     -36.342     -36.596     -36.787     -37.884     -37.389     -37.640     -37.912     -38.158     -38.254     -38.344     -38.298     -38.454     -38.437     -37.513     -36.968     -38.210
      4700.00    5.00    0.00    0.00       -35.255     -35.255     -35.688     -36.318     -36.590     -36.751     -37.889     -37.384     -37.640     -37.917     -38.166     -38.262     -38.354     -38.306     -38.461     -38.442     -37.513     -36.957     -38.218
      4700.00    5.50    0.00    0.00       -35.205     -35.205     -35.636     -36.289     -36.576     -36.717     -37.898     -37.379     -37.642     -37.926     -38.180     -38.277     -38.371     -38.321     -38.475     -38.454     -37.515     -36.946     -38.231
      4800.00    2.50    0.00    0.00       -35.441     -35.441     -35.958     -36.517     -36.699     -37.039     -37.973     -37.514     -37.744     -37.998     -38.234     -38.330     -38.404     -38.369     -38.524     -38.514     -37.616     -37.105     -38.283
      4800.00    3.00    0.00    0.00       -35.530     -35.530     -35.992     -36.535     -36.729     -37.024     -37.983     -37.524     -37.754     -38.008     -38.243     -38.338     -38.413     -38.377     -38.531     -38.519     -37.626     -37.117     -38.292
      4800.00    3.50    0.00    0.00       -35.579     -35.579     -35.994     -36.535     -36.738     -37.006     -37.981     -37.519     -37.751     -38.007     -38.242     -38.336     -38.415     -38.376     -38.528     -38.517     -37.624     -37.115     -38.291
      4800.00    4.00    0.00    0.00       -35.594     -35.594     -35.983     -36.536     -36.756     -36.989     -37.993     -37.526     -37.760     -38.019     -38.252     -38.345     -38.427     -38.386     -38.535     -38.522     -37.633     -37.121     -38.301
      4800.00    4.50    0.00    0.00       -35.582     -35.582     -35.955     -36.526     -36.764     -36.964     -38.000     -37.527     -37.765     -38.026     -38.260     -38.352     -38.438     -38.394     -38.541     -38.527     -37.636     -37.119     -38.309
      4800.00    5.00    0.00    0.00       -35.536     -35.536     -35.908     -36.503     -36.761     -36.930     -38.006     -37.523     -37.766     -38.032     -38.267     -38.359     -38.446     -38.400     -38.546     -38.531     -37.636     -37.110     -38.316
      4800.00    5.50    0.00    0.00       -35.488     -35.488     -35.862     -36.484     -36.761     -36.900     -38.018     -37.524     -37.773     -38.044     -38.281     -38.373     -38.462     -38.414     -38.559     -38.541     -37.642     -37.105     -38.330
      4900.00    2.50    0.00    0.00       -35.711     -35.711     -36.162     -36.685     -36.857     -37.187     -38.085     -37.641     -37.862     -38.108     -38.335     -38.426     -38.499     -38.463     -38.608     -38.598     -37.733     -37.244     -38.380
      4900.00    3.00    0.00    0.00       -35.792     -35.792     -36.191     -36.702     -36.883     -37.180     -38.093     -37.650     -37.870     -38.116     -38.342     -38.433     -38.506     -38.470     -38.615     -38.607     -37.742     -37.256     -38.387
      4900.00    3.50    0.00    0.00       -35.845     -35.845     -36.198     -36.710     -36.900     -37.172     -38.097     -37.653     -37.874     -38.121     -38.345     -38.435     -38.511     -38.473     -38.616     -38.607     -37.746     -37.261     -38.391
      4900.00    4.00    0.00    0.00       -35.860     -35.860     -36.187     -36.709     -36.915     -37.156     -38.104     -37.657     -37.880     -38.128     -38.352     -38.441     -38.519     -38.479     -38.620     -38.611     -37.751     -37.264     -38.397
      4900.00    4.50    0.00    0.00       -35.842     -35.842     -36.155     -36.695     -36.919     -37.129     -38.108     -37.654     -37.881     -38.132     -38.356     -38.444     -38.525     -38.483     -38.623     -38.612     -37.751     -37.259     -38.402
      4900.00    5.00    0.00    0.00       -35.803     -35.803     -36.116     -36.678     -36.922     -37.099     -38.116     -37.654     -37.885     -38.140     -38.364     -38.452     -38.536     -38.491     -38.629     -38.616     -37.754     -37.254     -38.410
      4900.00    5.50    0.00    0.00       -35.742     -35.742     -36.062     -36.652     -36.916     -37.062     -38.123     -37.650     -37.887     -38.147     -38.373     -38.461     -38.546     -38.500     -38.636     -38.621     -37.754     -37.243     -38.419
      5000.00    2.50    0.00    0.00       -35.960     -35.960     -36.344     -36.833     -36.995     -37.316     -38.180     -37.751     -37.963     -38.201     -38.419     -38.507     -38.579     -38.542     -38.678     -38.672     -37.834     -37.366     -38.462
      5000.00    3.00    0.00    0.00       -36.041     -36.041     -36.380     -36.861     -37.031     -37.325     -38.197     -37.770     -37.981     -38.219     -38.436     -38.523     -38.595     -38.558     -38.694     -38.687     -37.853     -37.388     -38.478
      5000.00    3.50    0.00    0.00       -36.092     -36.092     -36.386     -36.869     -37.046     -37.320     -38.201     -37.773     -37.984     -38.223     -38.438     -38.525     -38.599     -38.561     -38.695     -38.689     -37.856     -37.393     -38.481
      5000.00    4.00    0.00    0.00       -36.109     -36.109     -36.377     -36.870     -37.062     -37.310     -38.209     -37.778     -37.991     -38.231     -38.446     -38.531     -38.607     -38.568     -38.701     -38.694     -37.863     -37.398     -38.488
      5000.00    4.50    0.00    0.00       -36.095     -36.095     -36.350     -36.860     -37.070     -37.288     -38.214     -37.778     -37.994     -38.236     -38.450     -38.535     -38.613     -38.572     -38.703     -38.695     -37.864     -37.396     -38.493
      5000.00    5.00    0.00    0.00       -36.056     -36.056     -36.312     -36.844     -37.072     -37.259     -38.221     -37.778     -37.997     -38.243     -38.457     -38.542     -38.622     -38.579     -38.709     -38.699     -37.866     -37.390     -38.500
      5000.00    5.50    0.00    0.00       -35.998     -35.998     -36.262     -36.819     -37.067     -37.224     -38.226     -37.773     -37.998     -38.249     -38.464     -38.548     -38.630     -38.585     -38.714     -38.702     -37.865     -37.380     -38.507
      5100.00    2.50    0.00    0.00       -36.199     -36.199     -36.531     -36.988     -37.142     -37.451     -38.281     -37.867     -38.071     -38.302     -38.511     -38.595     -38.666     -38.629     -38.756     -38.752     -37.942     -37.494     -38.551
      5100.00    3.00    0.00    0.00       -36.277     -36.277     -36.562     -37.013     -37.173     -37.462     -38.297     -37.884     -38.087     -38.317     -38.526     -38.609     -38.680     -38.643     -38.770     -38.766     -37.959     -37.515     -38.565
      5100.00    3.50    0.00    0.00       -36.325     -36.325     -36.566     -37.020     -37.187     -37.459     -38.299     -37.887     -38.090     -38.320     -38.527     -38.610     -38.682     -38.644     -38.770     -38.766     -37.962     -37.519     -38.567
      5100.00    4.00    0.00    0.00       -36.348     -36.348     -36.559     -37.023     -37.202     -37.454     -38.309     -37.894     -38.098     -38.329     -38.536     -38.618     -38.691     -38.652     -38.777     -38.774     -37.970     -37.526     -38.576
      5100.00    4.50    0.00    0.00       -36.333     -36.333     -36.532     -37.014     -37.210     -37.435     -38.312     -37.894     -38.100     -38.333     -38.539     -38.621     -38.696     -38.655     -38.779     -38.774     -37.970     -37.523     -38.579
      5100.00    5.00    0.00    0.00       -36.299     -36.299     -36.499     -37.001     -37.216     -37.411     -38.320     -37.895     -38.105     -38.341     -38.547     -38.628     -38.704     -38.663     -38.785     -38.778     -37.974     -37.521     -38.587
      5100.00    5.50    0.00    0.00       -36.239     -36.239     -36.450     -36.980     -37.216     -37.377     -38.325     -37.892     -38.106     -38.347     -38.552     -38.633     -38.711     -38.667     -38.789     -38.779     -37.973     -37.512     -38.592
      5200.00    2.50    0.00    0.00       -36.416     -36.416     -36.713     -37.143     -37.290     -37.586     -38.386     -37.985     -38.181     -38.405     -38.606     -38.687     -38.758     -38.719     -38.839     -38.836     -38.053     -37.625     -38.644
      5200.00    3.00    0.00    0.00       -36.500     -36.500     -36.736     -37.160     -37.310     -37.593     -38.392     -37.994     -38.189     -38.411     -38.612     -38.692     -38.762     -38.724     -38.843     -38.842     -38.061     -37.637     -38.649
      5200.00    3.50    0.00    0.00       -36.546     -36.546     -36.738     -37.164     -37.322     -37.590     -38.394     -37.996     -38.190     -38.413     -38.613     -38.692     -38.763     -38.725     -38.843     -38.842     -38.063     -37.640     -38.650
      5200.00    4.00    0.00    0.00       -36.572     -36.572     -36.730     -37.168     -37.335     -37.587     -38.402     -38.002     -38.198     -38.421     -38.620     -38.699     -38.771     -38.732     -38.850     -38.849     -38.070     -37.646     -38.658
      5200.00    4.50    0.00    0.00       -36.560     -36.560     -36.705     -37.160     -37.344     -37.573     -38.407     -38.004     -38.201     -38.426     -38.624     -38.703     -38.776     -38.736     -38.852     -38.849     -38.072     -37.645     -38.662
      5200.00    5.00    0.00    0.00       -36.531     -36.531     -36.676     -37.150     -37.351     -37.554     -38.415     -38.007     -38.207     -38.435     -38.632     -38.710     -38.784     -38.743     -38.859     -38.855     -38.077     -37.645     -38.670
      5200.00    5.50    0.00    0.00       -36.478     -36.478     -36.634     -37.134     -37.355     -37.527     -38.423     -38.008     -38.212     -38.443     -38.640     -38.718     -38.793     -38.751     -38.864     -38.858     -38.079     -37.640     -38.678
      5300.00    2.50    0.00    0.00       -36.625     -36.625     -36.884     -37.285     -37.424     -37.710     -38.477     -38.090     -38.279     -38.495     -38.689     -38.765     -38.836     -38.797     -38.909     -38.909     -38.152     -37.742     -38.724
      5300.00    3.00    0.00    0.00       -36.711     -36.711     -36.904     -37.301     -37.443     -37.716     -38.483     -38.098     -38.286     -38.501     -38.694     -38.770     -38.840     -38.802     -38.913     -38.914     -38.160     -37.754     -38.729
      5300.00    3.50    0.00    0.00       -36.764     -36.764     -36.906     -37.306     -37.453     -37.716     -38.486     -38.101     -38.289     -38.504     -38.696     -38.773     -38.843     -38.804     -38.915     -38.918     -38.163     -37.758     -38.732
      5300.00    4.00    0.00    0.00       -36.787     -36.787     -36.897     -37.308     -37.466     -37.715     -38.494     -38.108     -38.296     -38.512     -38.703     -38.779     -38.849     -38.811     -38.920     -38.922     -38.169     -37.764     -38.738
      5300.00    4.50    0.00    0.00       -36.778     -36.778     -36.872     -37.300     -37.472     -37.703     -38.497     -38.108     -38.298     -38.515     -38.706     -38.782     -38.853     -38.813     -38.922     -38.922     -38.170     -37.762     -38.741
      5300.00    5.00    0.00    0.00       -36.748     -36.748     -36.841     -37.289     -37.477     -37.686     -38.504     -38.111     -38.303     -38.523     -38.713     -38.788     -38.860     -38.820     -38.928     -38.926     -38.173     -37.761     -38.748
      5300.00    5.50    0.00    0.00       -36.700     -36.700     -36.804     -37.277     -37.485     -37.664     -38.513     -38.114     -38.309     -38.532     -38.721     -38.796     -38.868     -38.827     -38.934     -38.930     -38.177     -37.759     -38.756
      5400.00    2.50    0.00    0.00       -36.819     -36.819     -37.047     -37.423     -37.554     -37.828     -38.563     -38.191     -38.372     -38.581     -38.767     -38.840     -38.910     -38.871     -38.976     -38.979     -38.246     -37.856     -38.800
      5400.00    3.00    0.00    0.00       -36.908     -36.908     -37.065     -37.437     -37.570     -37.835     -38.570     -38.199     -38.379     -38.587     -38.772     -38.846     -38.915     -38.876     -38.981     -38.986     -38.254     -37.866     -38.806
      5400.00    3.50    0.00    0.00       -36.963     -36.963     -37.065     -37.441     -37.579     -37.835     -38.573     -38.202     -38.382     -38.590     -38.775     -38.848     -38.918     -38.879     -38.982     -38.985     -38.257     -37.870     -38.808
      5400.00    4.00    0.00    0.00       -36.991     -36.991     -37.056     -37.442     -37.589     -37.835     -38.580     -38.208     -38.388     -38.597     -38.781     -38.854     -38.924     -38.885     -38.987     -38.991     -38.263     -37.875     -38.814
      5400.00    4.50    0.00    0.00       -36.984     -36.984     -37.030     -37.433     -37.594     -37.824     -38.583     -38.208     -38.390     -38.600     -38.784     -38.857     -38.926     -38.887     -38.989     -38.992     -38.264     -37.874     -38.817
      5400.00    5.00    0.00    0.00       -36.963     -36.963     -37.004     -37.426     -37.602     -37.814     -38.592     -38.213     -38.397     -38.610     -38.793     -38.865     -38.935     -38.895     -38.996     -38.997     -38.269     -37.875     -38.826
      5400.00    5.50    0.00    0.00       -36.921     -36.921     -36.972     -37.417     -37.612     -37.798     -38.602     -38.219     -38.405     -38.620     -38.802     -38.874     -38.943     -38.903     -39.003     -39.002     -38.275     -37.876     -38.834
      5500.00    2.50    0.00    0.00       -37.001     -37.001     -37.204     -37.556     -37.680     -37.943     -38.648     -38.289     -38.462     -38.664     -38.843     -38.913     -38.981     -38.943     -39.042     -39.049     -38.339     -37.966     -38.875
      5500.00    3.00    0.00    0.00       -37.091     -37.091     -37.219     -37.568     -37.694     -37.949     -38.654     -38.296     -38.469     -38.670     -38.848     -38.918     -38.986     -38.947     -39.045     -39.049     -38.346     -37.975     -38.879
      5500.00    3.50    0.00    0.00       -37.152     -37.152     -37.220     -37.572     -37.703     -37.951     -38.658     -38.300     -38.473     -38.674     -38.852     -38.922     -38.990     -38.951     -39.047     -39.053     -38.350     -37.981     -38.883
      5500.00    4.00    0.00    0.00       -37.182     -37.182     -37.207     -37.570     -37.708     -37.948     -38.663     -38.303     -38.477     -38.679     -38.857     -38.927     -38.995     -38.956     -39.052     -39.058     -38.353     -37.982     -38.888
      5500.00    4.50    0.00    0.00       -37.181     -37.181     -37.184     -37.562     -37.713     -37.940     -38.666     -38.304     -38.479     -38.682     -38.859     -38.929     -38.997     -38.958     -39.053     -39.057     -38.354     -37.981     -38.890
      5500.00    5.00    0.00    0.00       -37.169     -37.169     -37.163     -37.560     -37.724     -37.936     -38.678     -38.313     -38.489     -38.694     -38.871     -38.940     -39.008     -38.968     -39.063     -39.066     -38.363     -37.987     -38.901
